"estdepartureairport","estarrivalairport","flights"
KJVL,KC77,2
EGNT,EHAM,15
RJTT,RCTP,11
KFCM,KC62,1
KIAH,KSJC,11
UKBB,LHBP,7
CNP8,CBM2,1
"40TE","40XS",1
KRDU,KFLL,14
LPPT,LGAV,7
KNGS,KCEW,5
KTEB,KPVD,2
EDDM,KDWH,6
KPVD,KFMH,1
KADS,KAUS,2
KSFF,WN61,3
LFOB,EPMO,4
LFBO,LTBW,7
KUCP,"1PA5",3
EDTX,EKBI,1
RJTT,KLAX,21
KMDW,KATL,2
KBKL,KTTN,1
KHOU,KFTG,17
RCKH,RJFF,7
EGKB,EDDF,2
KTPA,KCVG,6
KU42,"25GA",16
KMHR,KSCK,4
KNOW,KBDN,1
KCVG,KBWI,4
KNIP,"13FA",1
LKPR,LIRP,2
LMML,EHAM,7
KCDC,KBOI,3
"6NY2",KDTW,3
EGPH,EDDT,7
GA06,KPDK,3
"4MO7",KONZ,1
LEAL,EGGW,20
KGPH,SN47,2
LFBD,LSZM,10
KBMI,"2II3",1
KADS,KBPG,2
"62GA",KPDK,2
ELLX,LSZM,1
KERI,PS27,1
EPPO,LZKZ,1
EDDF,LEJR,6
KCBF,VA16,1
YBMC,YGAY,1
"02MI",KGRR,1
KWDR,"2GA0",1
KAUS,LL22,3
LPAR,EFHK,9
EGSS,ESOW,3
EGGW,EIKN,9
CT52,KTEB,5
LOKG,LOWW,1
EBBR,ESSA,13
LIED,LIPE,1
"6LL6",KPIE,1
FD20,"40FL",1
KALB,KDDH,2
ESSA,RKSI,3
OTHH,LPAR,2
KIAD,KPDX,6
KAVP,PN40,1
"4NC8",KSFB,1
XS55,KT31,1
EHEH,EPWA,4
KAVQ,AZ63,1
LIED,LIMC,12
EHRD,EGLC,22
EDDF,KTPA,5
KRDU,NY15,1
KMMU,KBFI,1
KFUL,KHHR,4
KS50,KBFI,10
EDDF,EDVE,8
KMWC,KMSN,2
KMCO,AL72,3
YRED,YRED,54
KVPS,KPIE,1
KCMA,KIZA,2
K5C1,KHOU,2
K2W5,KFDK,2
LPPT,LTBW,10
KMSP,KMGC,1
KJAX,KFTG,1
KAXQ,KAXQ,4
KPHX,KMKE,11
KDVT,"13AZ",9
LIPZ,ENGM,3
LEJR,EGSS,4
KMOD,KAPC,1
FA49,"40FL",1
KMKE,KHHR,4
KTTA,KFME,1
LEMG,ESGG,12
KSAN,KORL,3
KFME,"2MD3",1
KBNA,CZBB,1
"85LL",KTYS,1
K1G4,KHND,20
KSQL,KGOO,2
KDTO,OK29,1
KSDM,KLGB,5
KBVI,OI67,3
KMKC,KDAL,5
KLGA,"8KY6",10
EGLL,KOPF,10
KJZP,KPDK,8
KFFZ,KFFZ,657
KPHX,"35MN",4
KO22,KMPI,2
KNY2,"25GA",8
UKBB,UAAA,15
KMSN,K20A,1
KMCO,KPVD,13
KEDU,"3CA7",1
KIAD,LFPG,16
KATL,KDEN,16
LEMD,LLBG,22
KATL,KDFW,148
KSEA,KLAS,135
CYYC,CYYZ,142
LPAR,LLBG,2
KSMF,KDFW,23
K61B,K1G4,210
KLGA,AL16,11
KHOU,TX05,27
KSFO,KLAS,119
KT31,K0F9,1
KMKE,KVNY,1
KT67,KDTO,3
KDEN,CYVR,29
KLAS,KSEA,144
EGLL,KBNA,5
KEWR,"78MI",11
LFLY,LFLI,1
KBWI,KPVD,24
LEMD,LEPA,79
KRDU,"83FL",2
KHHR,KSQL,3
EGUB,EGUB,5
EGPF,EHAM,28
YMEN,YRKE,4
K3CK,WI95,1
KMDW,KCMH,38
UAAA,UAII,33
WN80,KUAO,2
ENHD,ENGM,51
EDDP,LEMD,3
KMSP,CYYC,20
KBUR,KDEN,23
CYOO,CYPQ,2
VOMM,VOBL,112
KTEB,KFRG,16
KDEN,"4GA6",20
LERT,ETAR,1
K1G4,KLAS,215
KLAS,KBOI,16
KTEB,"1OA4",1
EBBR,LMML,4
VHHH,VIDP,49
EDDH,EDDL,51
KMCO,KACY,2
EHAM,"9MI2",2
VTBS,PANC,2
NZAA,VTBS,9
KBUR,KDFW,10
EGNT,LTBS,4
KMYF,KTOA,2
KIAD,KDAL,8
VHHH,KDFW,7
LFRS,LSGG,8
LIME,LICZ,15
GE33,"67GA",1
K1H0,"9LL2",2
KABE,"5PN5",1
KSER,KJVY,1
KBOS,KOPF,27
"71KY",CYMX,5
EBCI,LPPT,7
YMEN,YWOL,10
KFLL,KDCM,4
K2R4,KNFJ,1
LFML,EGLL,10
EDDL,KJFK,6
EDFM,EHAM,1
KSAN,KDAL,33
EPWA,EDDM,27
LFML,EBCI,6
RKSS,RJBB,42
EDDN,LIPZ,1
"20SC",KLZU,1
KMYV,KO08,2
KORD,KMCO,21
KSAV,KLGA,13
LIPZ,EKCH,11
ENGM,EBBR,13
KDEN,KPHL,57
LGSR,LIMN,2
LGIR,LYBE,2
EGGP,LIMN,2
LEBL,EPKK,4
KCLT,"51GA",7
ESGG,EFHK,25
ELLX,EDDM,35
KALB,KIAD,7
KBWI,CYYZ,19
KIPL,KIPL,3
KDVO,KLHM,1
LSZP,LSZP,2
EICK,LEBL,5
"52OR",OR23,1
LIEA,LIMC,10
KSAC,KSQL,5
EDDP,LFRS,1
YBBA,YGDH,1
KIAH,KRNO,6
KPHX,KLDJ,13
KBUF,K7N1,1
K3N6,NJ46,3
ULMM,UUDD,15
KCHD,"48AZ",2
VA45,KPHL,1
KSFB,KABE,2
KSER,K7L8,1
KU42,KABQ,8
LGIR,LKVO,11
KSFO,"17IN",1
KCRQ,KCNO,10
LEJR,EDDM,4
K2H2,MU12,2
KIAD,KARB,1
EGLL,KPHL,21
LOWW,EDFH,1
KYIP,K1G5,1
KPJC,"49OH",1
KWDR,KJZP,1
LIPZ,EDDM,34
KADS,"0TX8",1
KSJC,KIAH,7
OLBA,LFPO,1
KDFW,"06IA",4
KPHL,OI06,2
KLAS,EDDL,3
KAVQ,KAVQ,10
"0OH9",KUYF,6
RI20,"7PS7",1
EDDF,K06C,3
EDDM,EPLL,3
EGSS,EPLE,8
KJFK,K06C,7
YSNW,YRBN,3
RJTK,WMKK,5
KTPA,"85OH",1
KAPA,CO07,10
LEBL,LTFJ,16
KCLT,"1FD4",4
EDAM,EDDF,37
KJNX,KTYS,1
FL57,KFXE,1
"67GA",KPDK,1
KMCI,KBWI,14
KTPA,KVPS,1
KORD,"5PA8",13
LPPT,LSGG,31
KWLW,KVCB,1
KCLE,KSFO,4
KIAD,KBID,2
KLAM,KPUB,1
LLBG,EBLG,8
KCOE,KHND,2
KAJO,KSNA,8
KORH,KDTW,3
EDFE,EDKB,3
"7PS7",KBFD,3
EBBR,ESGG,16
EGNX,EDDB,2
"5NJ2",KCDW,1
KTUL,KORD,33
EHAM,KLAX,14
EPWA,EKBI,3
WMKK,EDDM,5
KSMO,KOAK,5
KMMU,KHPN,12
"63PA",VG43,1
WMKK,WIDD,11
"8FL1",KGIF,2
KOJC,MU07,3
KJDD,KTKI,1
KRNO,K06C,2
EYVI,EHAM,2
MD93,KFME,1
KIWS,KIWS,3
EKBI,EPKK,2
KISP,KTPA,11
KAPA,KAPC,1
KCBF,KDCA,1
EDJA,EDFE,2
LSZH,EGBB,13
KGSB,"25SC",1
K3R9,K2R9,2
"3AK9",PANC,4
KADS,KTEB,6
EPWA,ESKN,6
"68CA",KO05,1
CYYZ,CYQQ,1
KDEN,KTUS,8
KMSP,KCBF,2
KIAD,EIDW,16
KONT,"2OA2",2
LKKL,OLBA,1
ESSA,KJFK,4
EGAC,EGLC,4
EGKK,EFHK,13
LSZL,LSZL,15
KLWC,KTUL,1
KIAD,EGSS,2
ESSA,LIMC,8
KAPA,KU77,1
LDPL,LFBO,1
YSBK,YKEL,2
KU42,"7IL3",1
LGAV,KLDJ,1
KHAE,MO74,1
KDPA,"35MI",1
KHYA,NH78,2
KUMP,KMCX,1
WIHH,WICC,18
KCMH,KJFK,18
OA16,"60MI",2
LOWW,LDZA,9
KRDU,KTTN,5
RCFG,RCLG,4
EGNX,LFPG,5
FL36,"5FL4",2
LIRU,LIAF,2
KSMO,KSDM,1
KMKC,"62MO",1
LFQL,LICJ,1
OMSJ,VIDP,15
KSRQ,KEOS,1
FD77,"4FL8",1
ENZV,EGKK,6
LICJ,LFRI,2
KBUR,KDWA,1
K5B2,KFME,1
LSZR,EDTB,1
LFBD,LEBL,15
OR90,WN51,1
KEYE,KBAK,2
KBOS,"7PS7",9
EDDH,ESGG,7
KSAT,KTUS,1
LSGG,UUDD,5
CYHM,"8KY6",1
WMKK,ZUCK,8
KHHR,KCCR,3
EICK,LEMG,7
KERV,XS89,2
"14VA",KJYO,1
KIAH,K7T7,13
LIPH,GCLB,1
KVBT,KVBT,92
KBUF,"23NY",2
KCLE,MA72,1
EDDM,EPML,2
KAPA,"9CO7",2
KCMH,KAKH,33
RPLL,RCKU,1
KLGA,KMKE,18
LLBG,LRBS,3
KBNA,KAKH,50
KPDX,CO12,11
EGCC,LLBG,4
RPLC,RPLC,7
"02XS",KMIA,1
CYVR,EIDW,4
KABQ,KSEA,14
RCTP,CYYZ,7
YSSY,OMDB,25
KSEA,KDEN,67
KMCC,KRNO,4
KSAN,KSNA,8
KASG,AR27,2
LTFJ,LTAC,100
KSDM,KVNY,3
KAVX,KSNA,9
EDLB,EHTE,1
KORD,"27WV",1
"35OR",KLAX,6
UUMU,UUMU,7
EGLL,EIDW,122
KYKM,KGEG,5
CYVR,KDWH,2
KHFJ,KHFJ,1
CYUL,KBOS,30
KFTY,KFTW,1
KMHR,KWVI,2
WMKK,VNKT,20
KSDF,KBOS,12
KSDF,KPHL,49
WA29,WA67,1
LSZH,EIDW,23
KIWA,"37AZ",47
KDFW,K63F,23
EDTQ,EDDS,2
LSGG,EDDM,36
KTEB,KSWF,12
KBFI,"96WA",3
KBFI,"1WA9",19
"7TE9",KHYI,1
"41AK",PAMR,1
LFBO,LFPG,79
ENHS,ENRV,1
LSZX,LSZG,2
LFBO,EIDW,8
YPAD,YMML,152
KU30,KLAS,13
KCLT,"66NC",3
LOWW,LSGG,29
EBBR,EPWA,20
KLHX,KGYR,1
"61VA",KJYO,5
LTFJ,EBCI,14
KLGA,KFTG,33
KSDC,KFZY,3
ENGM,LIRF,9
EGSS,EIDW,63
KU42,KAUS,12
KSBD,KDFW,4
MI53,KMCO,1
YYRK,YMUL,1
KCGS,CT39,1
KRVS,"90TE",1
LEBL,LEPA,86
UUEE,LLBG,28
LEBL,OMDB,10
KTTN,MA52,2
KRYY,KFXE,2
KORL,KORD,25
EHAM,EGSH,26
KIAH,"62TX",2
KOMA,KOAK,1
LSZH,LIPZ,25
"2LL3",KDFW,3
LEPA,EDDM,39
RJTT,CYVR,7
KLAS,KHHR,40
KGNV,"51GA",20
KMSP,"71MI",15
"00NC",KIGX,1
"95CO",KPUB,1
EGLL,LSZM,18
LIPZ,EDDN,1
LIED,LIMN,17
KPVD,GA35,1
"8II1",KFRH,1
"64NY",KROC,3
KIND,KTYQ,22
LEVT,LIME,1
PAEN,PAMR,1
KLAS,TS53,9
RCTP,WBKK,15
KABQ,KIAH,4
KIAH,TX31,11
KORD,PS67,1
KDCA,CYSH,1
KBFI,KCIC,2
"1WA9",KFHR,2
LGRP,EDLR,1
KHOU,KPHX,25
"4NK1",KROC,3
KIND,KPDX,6
KMDT,KEWR,2
RPLL,WBSB,10
KATL,GE33,1
KCRQ,KVNY,10
KGMU,SC43,5
KDTW,KTEB,3
KPHX,EDDF,3
"21OG",WN24,1
RJAH,RKSI,2
UUDD,ULMM,13
EPGD,ESKN,19
KBUF,KDFW,7
EKCH,LKVO,22
EDSW,EDTY,1
KW05,KW05,4
KORD,KFWA,8
ID00,"04ID",1
ELLX,OH50,1
OMDB,OMAA,5
K1O3,KCCR,4
II19,KEYE,1
LEAL,EDDN,3
KCRQ,KTOA,13
WMKK,YSSY,30
FL00,KX14,1
KIAD,NH76,7
KPIT,KLGA,11
"58AK",PANC,3
CYYZ,CYYT,20
KPAO,KE16,6
KMSP,TX05,13
KCLE,"71MI",5
LGRP,UUEE,5
KMTN,MD62,1
AL34,"00AL",1
KPHL,KPVU,1
KPDX,EGLL,7
EHRD,EBAW,2
EHAM,ELLX,22
EGPH,EFHK,6
"4CO7",KAPA,1
KPNE,KMKC,1
CO07,KAPA,13
RJOO,RJTL,34
KLZU,AL72,1
AL97,"1TN3",1
KSAT,"4TS8",11
KERV,KPDX,1
VTBD,RJBB,23
LIPZ,EDDH,9
KDPA,KZPH,1
KDEN,SC58,1
KPIT,KLAX,1
LEAL,EGKR,2
EGSS,LSGG,2
"2GA5","0GA9",1
KTTN,PA77,1
NK53,KBLM,1
KARB,KORD,1
KDAL,KHWO,10
ESSB,UUWW,2
EHEH,LPFR,17
KSDF,KSYR,3
FA55,K0J4,2
LFPG,UUEE,67
EKBI,EPWA,5
KIAH,KI67,3
KBFD,KJYO,1
KBED,KSFZ,6
KCRQ,KOAK,8
EGPH,EGBB,6
KL94,KFFZ,1
K4J6,"2IN4",1
"4MO4",KGPH,1
KMCO,"80GA",1
"5MI4",KGRR,3
FA26,IA05,1
LPFR,EDJA,3
LIME,LGAV,9
"24FL",KNKL,2
SBGR,KORD,9
KATL,KC15,4
KE16,KRHV,23
"8FA4","6FD6",1
LIED,EDRN,1
EGPH,LTBS,2
LHBP,LFPB,3
LELH,EGGW,1
"1XA5",KSKF,1
CYYZ,CPR2,12
KSQL,KDVO,6
KW03,KJNX,3
LFPG,RJTK,11
"98VA",K9F9,1
KSAT,KSNA,2
KLDJ,LIRF,1
KBOS,ZUCK,4
KPHL,"3NY5",1
EGNP,LEMG,7
KLUK,KLZU,1
EVRA,LEAP,1
"21XS",KLVJ,2
KMCC,KRBL,2
EDDH,EPGD,5
CT39,MA66,1
LKPR,ESSA,13
KPSP,KCMA,2
FL84,"89GE",3
LSGY,LSGP,5
LFBD,EIDW,11
ETAR,RKSI,1
CYWG,CYRP,1
KMUT,IA32,1
KORD,KBOI,22
EDAM,LIPE,1
EGPH,LFML,2
KLAS,"49OH",2
KSEA,BIKF,2
FA55,KCEW,1
LGSR,LEBL,2
"1KS1","58AR",1
KPIE,KSRQ,9
KLGA,"9WI4",1
KCPT,KLBE,1
EDDP,LSGG,3
EDDL,LYBT,2
KPHX,XS89,7
LIED,LICJ,1
YMAV,YPAD,2
LIPH,EGPH,2
K08C,K08C,6
EGPH,EDDS,3
CA04,KNUQ,1
KHPN,KSWF,16
SVPR,SVPR,1
KBFI,KBOI,5
YSWG,YFDN,22
"3MD4","7MD8",1
KMSP,KMDZ,1
K06C,KORD,3
KBAK,KMQJ,6
KBUF,KORL,5
KPHX,"57AZ",9
KGNV,"5IN5",1
"0WI5",KEWR,1
KSUS,KVBT,1
KSNA,KEWR,11
OBBI,EDDF,7
KSFO,KJFK,145
WA49,KBNA,1
CYYZ,EGLL,38
KMYF,KTVL,1
KRDU,KEWR,54
YPPF,YPPF,381
KSNA,KFUL,9
KIAD,"5WN8",1
KMSP,KPHX,69
LOWW,LEPA,23
KBWI,KSDF,22
RJBB,RCKH,42
KSDL,KSAN,7
EDDS,LEPA,39
KFFZ,KCHD,5
KSDF,MD43,3
KPHL,KSFO,39
EETN,LGRP,1
EGBB,LEPA,16
K1V6,KAFF,3
KAUS,KMSP,26
NZWP,NZKF,2
RPLL,RJBB,29
KBUR,KOAK,117
KLNK,"8NE4",1
KABQ,NM74,15
"1ID3",WA49,1
KBED,KPNE,2
KEWR,KIAH,21
KORD,EHAM,17
VHHH,EFHK,13
EGPH,EDLV,3
ULLI,UIII,9
KGRR,KLGA,14
LDSR,EGKR,1
LDSP,EDDL,1
EDDM,EDDS,13
WA84,KBFI,5
KSTE,AL18,1
LFPG,LIPE,22
EGKK,LEAL,28
LLBG,LOWW,20
LFPB,LSGG,22
KSMF,KMSN,2
KOMH,"2VG7",1
NZAA,NZOI,26
LILG,EBBR,3
LKPR,LKVO,2
KDPA,KMKC,3
EPWA,LCPH,1
YMEN,YBSS,4
KPDX,KBLI,1
EDDM,EDDM,18
KECP,KBNA,21
KXNA,KMDW,2
KMQY,KIND,2
EGPH,EICK,10
KSAT,KSTL,16
KRIV,KSUU,3
CYYZ,CYYB,5
KSTL,CYYZ,19
KSEA,KBNA,23
EHEH,LELL,2
IN43,KDCY,1
LSZA,EDTG,2
"9IS9","25GA",5
KTUL,KAFW,12
LGRP,EDDM,17
KLAX,YMML,19
KMKE,KAKH,23
KDCA,KLDJ,15
EGCC,EGHI,5
EDDF,LSZH,74
LIPZ,LSZH,25
KOMH,VA66,1
EGKK,LIMJ,5
UAAA,UUEE,30
KDTS,KLCK,2
FD92,"21FA",3
SJQT,SBSP,1
KRDU,"71MI",5
EGNX,LEPA,19
LIPZ,LTBW,20
VHHH,VMMC,4
KSTL,KLDJ,14
PANC,"1AK8",12
KMKC,"4MI6",1
KORD,NE80,4
KAWO,"80WA",1
LEMG,EGGP,21
YMEN,YWSL,1
KPHX,KDWH,18
KRFD,"67LL",1
KNIP,"11FL",2
"6TA2",KF69,1
LPPD,CYYZ,6
UKBB,LTAC,8
K1L3,KVGT,4
RJBB,KIND,4
"97KS",KLXT,3
KSBA,KSJT,1
KDTW,KSYR,4
RCQC,RCKH,127
KALB,KMCO,4
KDTW,KTPA,16
ULLI,LHTM,2
VOBL,OERK,2
TN96,KBNA,3
LKPR,LIPZ,5
EBCI,EGCC,12
DAAG,LEAL,12
KPHX,KDVT,10
EGLL,EGPH,48
KF70,KCNO,2
KLAS,KTUL,14
EHDR,EHAL,1
KORD,EFHK,5
KLGA,KDAL,33
KLAS,KMKE,9
KLNK,KLNK,31
XS03,KADS,1
LIPZ,EDDS,6
EDDV,LEJR,5
EDDV,EFHK,6
EDSB,LSZM,1
KCMH,"03KY",1
"1CD2",KBJC,9
KFXE,KHPN,4
FL54,FL03,2
LLBG,EPKK,6
KPUB,KOAK,1
KBLI,KNOW,1
KSDF,"7MI5",1
ZGGG,ZUCK,11
KPTW,PN58,1
LFQY,LFPA,1
RCNN,RCWA,25
CYUL,CYXE,1
KHPN,KTYS,3
KRDU,KFTG,8
EDDT,LGKO,8
KSJT,KSDF,1
YBSS,YBSS,29
"2OA2",KRIR,1
"9OI3",OH61,1
LFPB,LIPE,5
EDDF,LDRI,1
MI80,KPTK,1
KOAK,KSLC,17
KFUL,KCMA,8
LIME,EPKK,7
KORD,KATL,4
KGKY,KTEB,2
SBRJ,SBKP,6
KJFK,"01FL",1
KRBD,"0TS2",1
KUGN,LL22,1
KCPS,KALN,6
KSMF,KBWI,4
LMML,EGGW,7
LEMD,LFBO,27
KORD,"15IA",3
KCRQ,KSNS,2
KD73,KD73,2
KDTW,K9X1,1
KFLL,KATL,2
NZCH,NZWM,3
LFPG,LFST,2
LYBE,LZIB,1
KMGE,KPRC,1
AL33,SC97,1
LETO,LFBO,1
LOWW,EPKK,5
KO88,KO61,4
LYBE,EHEH,4
UKBB,LSZH,7
KCPS,"1IS0",3
KDAL,"0LL6",1
LEMD,"4GA6",2
KAPA,"8CO4",1
KSNA,K3S8,1
KMKE,KTPA,3
KO69,KBLU,1
KHAF,KSQL,10
RI20,KCLT,15
"5AK9",PAMR,2
KSAT,"91GA",1
KORH,KPHL,5
KABQ,KORD,22
KMDT,CYYZ,1
OMDB,"72FL",1
KCRQ,KSJC,6
EBLG,EFTU,1
LEMD,KLAX,10
KSAF,K37T,1
KPAO,KO28,2
"8FL0",FL36,1
KDPA,KSTP,1
KAXH,KEFD,3
EBLG,ENGM,7
KMCI,KSUS,2
UKBB,EDLW,3
"7PS7",KPHX,1
LOWS,EDDF,30
ETHL,ETHL,5
"6PA6",KTEB,3
KBKV,KISM,7
"63PA",KBED,1
KLGF,KLGF,4
KHWV,KHFD,1
KPIT,KFTY,1
LLBG,LPPT,7
LIPE,LIEA,8
KSGF,"69IL",1
KADS,KDTO,2
EHEH,LKVO,8
YBBN,VTBS,4
KSAT,KT82,4
RKSI,LFPG,11
UUDD,EBLG,1
EDXK,EDXK,5
KCRQ,KPOC,5
KDTS,K1J0,1
LOLU,LOWL,1
EDDB,LROP,4
KRNO,K9X1,1
KATL,KPVD,11
GBYD,LIPE,1
DAAG,EBTY,4
KDAL,XS89,18
KPDX,KSTL,7
KMCI,KBOI,1
"3OK8","40OK",2
CYUL,CTA3,4
KSQL,KCMA,3
LLBG,EDDB,6
KRVS,KLBO,1
LEZG,LSGG,1
MO64,KHFJ,1
LSGG,EGHH,3
EBCI,LICB,2
KFLL,KOQU,2
EGPH,LSZH,5
EGMC,LFRN,11
KPVD,KEWR,6
"0NY1","5PN5",1
CYXE,WI13,1
"5PA3",PA86,1
KO61,KO61,7
LEMG,LFBD,9
"92MI",KMSP,1
KORD,MO88,12
KPIE,KSDF,3
K47N,KSMQ,1
KSTL,KI67,3
KATL,KABE,17
KCOS,"28II",1
KGAI,KHPN,3
KBUR,CYYZ,1
FL84,OH68,1
KL94,KFUL,2
KERI,KLBE,1
LIRF,EGGW,4
LL59,LZIB,2
"8TN6","7TN3",3
VG29,VA99,1
EYKS,EYPR,1
KTTD,K7S9,2
II32,KSER,1
LFBC,LFBC,2
OH78,KDTW,3
EDDP,EDDK,13
KO41,"98CL",1
UAAA,PANC,1
KCAK,CYUL,1
LIEA,LIRV,1
EGBK,EGBE,1
LTFJ,LTAB,5
KCGS,KFME,2
CA35,CA35,2
LEMP,EGGW,5
KSRQ,KEWR,2
KDTW,"09PA",1
KDFW,"91TA",2
FA18,FL66,1
LSZH,LICZ,5
"18AZ",KHND,3
GA61,GA43,1
"0LL5",SN59,1
KN71,KN71,25
EPWR,LIBD,2
KSQL,KO61,2
KALB,KFRG,1
KPHL,PN62,1
KMKC,OK49,3
KTUS,KMDW,2
KCLT,KNY2,2
LIMC,EYRU,3
LIRA,EYVI,1
EYVI,LLBG,1
LIPO,LIBD,3
KSFO,KIND,6
EDDP,EYVI,3
EDDC,EGBB,1
KHHR,KFUL,5
KFXE,"6GA4",1
KN12,KN81,2
ELLX,ELLX,9
KHOU,KPDK,4
KBFI,KSTL,2
VA87,K2W6,1
EDSH,EDNE,3
KBUR,MN58,1
EGMD,EGKR,4
GBYD,EGKK,1
KFHR,WN53,1
KONT,"97CA",1
LFSN,ELLX,1
KPHX,"60MI",2
"38CL",KLAS,15
KCRG,"11FL",5
WA21,KCOE,1
KRYY,KPWK,1
FL59,KHPN,5
"69PA",PA40,1
EDVE,EDDS,6
LSZB,LSZF,1
"2TA6",KF51,1
FL47,KX40,3
KHOU,KE25,1
EDVM,EDHF,1
LFPB,EBBR,2
CYYZ,CNY3,1
LSGL,LIPM,1
LL59,LLES,1
KPIA,KRFD,1
KMYF,"0CA6",2
"74XS",KT82,1
KMSP,"1IA9",1
KT31,TX19,1
"8MA4",CT39,1
K0J6,KEUF,1
KORD,"96CO",3
KX60,KJKA,1
AZ13,"1AZ0",2
LEPA,EDCT,8
LMML,LIBD,2
KHYA,KMDW,1
EHAM,OMDW,3
KSUS,KDAB,1
KLOM,KUUU,1
"4NY4",KIAD,1
CYOW,CCV4,6
KIXD,KMKC,7
KBNA,EGLL,5
KFTY,KDAL,1
KISM,"4FL9",4
KOKB,CA39,1
"8AK6",AA06,1
KPDK,KADS,1
EVLA,EEKE,1
KMDW,VA65,1
EHBK,EHTL,1
RKSS,RKSS,10
KMDW,KMDW,6
KPNE,"7MD0",1
"2CA4",KCRQ,1
KMDT,KRDU,1
"2CA4","8CL1",2
EPDE,EPRA,4
KIAD,KBKL,10
EPKK,LFOB,1
EDDB,EBAM,1
LFBD,LGSR,1
KSFO,KAPA,2
"7PS7",KDTW,4
EBLG,ESGG,4
YMMB,YMML,2
KAKH,OA16,1
KELM,KBOS,1
"66TE","15TX",1
KANE,KCFE,2
EGSS,LEZL,4
"78NC",KRDU,4
KNSE,AL33,5
KLGB,PANC,3
EGKK,LGRD,1
EBBR,LGKO,7
KUAO,CAM3,1
"4NY8",KCDW,2
EDDT,LHTM,6
CYQY,CYUL,3
KU42,KMCO,2
KAFW,KFTG,1
KPHL,KLOM,2
EDAM,LOWW,2
KBNA,KMKE,7
KLPR,"7OI7",1
K06C,K8C4,1
KA39,KIWA,5
EBCI,EGPF,2
KN12,KTEB,1
KLZU,"1GE9",1
YSBK,YSSY,4
KBUY,KROA,1
KEWR,KSGS,4
KTYQ,II82,1
SBKP,SJWQ,2
KPVD,MA55,3
UMMS,LTBW,1
LSZH,LPMA,1
LLSD,LGIR,1
YSCO,YBOG,1
"8FL2",FD77,1
IN35,SN57,1
KDFW,TA37,6
KDFW,TX82,1
EBCI,EBKH,1
KOAK,KS03,2
EBMB,LTFJ,1
KOAK,"02XS",1
KSFO,LEBL,2
KRZL,KBMG,1
CYKF,CYYZ,4
LFLL,EKCH,3
NH69,NH38,1
LGMK,LFBD,1
KO22,KCCR,1
LEAL,EGMC,13
"57ME",KOWD,1
II32,KTEB,1
LIPE,GABS,1
KBLU,KSQL,1
KLUK,VA87,1
GCLA,EHEH,1
EKBI,LGSM,1
LGSR,EBBR,2
LKMT,LEPA,2
SDFF,SDPY,1
LFRN,LEMD,2
EDFN,EDFB,1
TE57,KEDC,1
KLOM,KPVD,2
LGAV,RJTT,1
KSFO,KTVL,1
LICJ,LHBP,2
YCEM,YMEN,1
KGLE,KTKI,1
EBCI,EGSS,1
VA45,KIAD,2
KORD,PA76,2
KIPL,KFUL,2
KLAX,KMCF,1
EDDV,EDQC,1
NH78,KBED,5
"01FL",KATW,1
KONT,VHHH,5
KDCU,KFYM,1
KHOU,KGRB,1
CNU4,LLBG,1
LFMV,EGLC,1
KP52,KPRC,5
KIAH,"76CO",1
EDJA,EGSS,5
KSTL,"02XS",2
"2TS4","65XS",1
KSPG,KX39,1
"0TS2",KDTO,1
KPGV,FL36,1
"01FL","47FL",1
KLXY,TE55,1
KATL,"6FD7",2
RKSI,RJOI,2
KLGB,KCPM,4
KAPA,"59CO",1
NC03,KIAD,3
K1H0,"7IL3",1
KMTW,KOQW,1
KUNU,KGRB,1
"7WI8",WI62,1
LILA,LILA,3
KRNO,KE16,1
KRHV,KOVE,1
KHHR,KSBA,6
"2PS3",KFDK,1
"6LL6",KBLV,1
LFKJ,EBCI,2
KSKX,KSAF,1
KLCK,KMQY,1
K4B8,KEWR,1
"26MO",SN37,1
NK72,KTEB,1
"57AZ",KDMA,1
KAFW,KONY,2
KIAG,"5NK5",1
EGGW,EGNX,4
AR27,KASG,2
KGRB,"51VA",1
"8FA4","34FD",1
KBED,KADS,2
EDAM,EHAM,3
PN16,KPJC,1
KGYL,KGYL,1
YWVA,YCNK,2
KVNY,KCOE,1
KMAN,ID95,2
PAMR,PAMR,144
KDCA,KORD,134
KCRQ,KLAS,6
EPKK,LIRP,2
KFFZ,KE63,23
KCMA,CL46,6
KORD,"6NA2",12
KJZP,"1GE7",1
CO80,KPUB,157
LJPZ,LOGM,1
KLAS,KBWI,35
RKSI,KJFK,14
EDDT,CYYZ,7
KNUQ,KDFW,1
EDDL,"25GA",2
KBWI,KDAL,33
UUDD,LEMD,4
KORL,KLGA,19
RCTP,YSSY,11
FD04,FA83,1
UUDD,LEBL,22
LIMC,LFPO,28
VHHH,RJFF,38
KONT,KSDF,24
KHXD,"51GA",2
KC83,KPAO,8
EGSJ,EGSM,1
KTTN,VA71,1
LFPO,LPPT,74
ESSA,ENGM,137
EGSS,LEAL,5
KDEN,CYWG,5
KU42,KTPA,3
LEMD,ELLX,10
KDCA,"24OI",1
KLAS,KPVU,4
SBSJ,SDIH,1
KCMH,KDWH,7
KBOS,EGLL,40
KDTW,TX05,9
EDDT,EGKK,15
LIMC,LIBD,63
LEBL,EHAM,80
EVRA,UKBB,26
KEWR,CD14,11
"47AZ",KSAF,1
OLBA,LFPG,12
KFYV,KDAL,7
EPWA,LHTM,11
