"estdepartureairport","estarrivalairport","flights"
LSGL,LFRU,1
"42AZ",AZ86,4
KLOT,KIKK,2
EICK,EGLL,28
LPBJ,LFMN,1
EGPF,EGMC,2
"9WI8",KBUU,1
KBJC,KSLC,1
KONP,"55OR",2
"2VA5",KOMH,1
KRNP,MI50,2
KSDM,KSMX,2
LYTV,LOWW,4
KBAK,KI68,2
KONX,KJYO,2
MA43,CYYZ,1
LIME,EGAA,3
KMWC,"0WI7",4
KRAP,"61MU",1
EGHI,LFPB,3
K19A,SC70,1
KGAI,KCLE,1
"5PA3",KN13,1
KFNL,"47CO",5
"4NY4","5NY4",1
KMLB,FL73,3
KBFI,K4S9,1
K6J4,GA98,1
KIXD,"9XS0",1
CYYZ,PANC,6
K79J,K79J,1
KVNY,PHNL,2
KCOS,KAEJ,5
KOMA,KHEF,1
CYSN,CYSN,66
KCLT,"3IN7",2
KDTW,KDPA,2
EDRK,EDHF,1
KMAF,"8TX7",4
WI92,"56LL",1
KMSY,KBTR,3
KASH,KPVC,1
WN03,KMKE,3
LPPT,LBSF,4
KLDM,KOXI,1
IN46,"5II9",1
FD24,KSUA,12
KNBG,LS40,2
EDFC,EDFM,2
RJAA,YPPH,1
KORD,"83KS",4
KRYV,KC29,2
KRLD,"6WA3",2
KPSM,KDAL,1
KTOA,KBXK,2
LBSF,EGKK,2
EGWU,EGTC,1
PS46,KPTK,1
K21D,"19WI",1
EGGP,LGKR,2
KASH,"57ME",1
KO69,KSTS,6
EGTK,EGHF,1
OI01,KLHQ,3
KDAY,"6NJ9",3
EGGP,LBBG,1
EGNT,EGAC,6
EDXJ,EDXJ,8
EDAZ,LSGG,1
KCOS,KMRY,1
LIMJ,EGPG,1
"33TA",TE71,1
KY47,KJXN,2
LFHJ,LFHJ,12
KBOI,KSTS,1
EDBM,EDOL,1
KPDK,KMQY,3
K1G3,KBUF,2
"9NC9",KIND,1
"1MI5","46MI",1
KTPA,"82PA",1
KGON,KPWM,1
KCLM,WN51,1
KATL,KAUO,2
CYHU,KBOS,1
KIAD,"3PS9",14
EPBD,EPGI,1
"50II",KIND,3
KPDX,K9X1,7
EGSS,LEDS,4
KHAO,AL18,1
XA78,"6XS8",2
KSBN,KSBM,1
KEWR,KFYJ,3
EKEB,EDSB,3
KGLH,KHOU,2
LIPQ,EGSS,4
KDAL,KMAF,10
TA28,"7XS2",1
KTYQ,KMKE,4
KRMN,KCJR,2
KJFK,KFXE,1
LFML,EDDP,5
"96ID",KRNT,1
KLNS,II38,2
KNZY,KLAX,1
CPT3,CZBA,1
KTUS,"4SD4",1
KBAK,"4II2",2
NZME,NZAR,14
LFMN,LPCS,1
ESSA,ESGT,1
KBJJ,"45OI",1
KGOO,CL36,1
LFMN,LGAV,7
KPSM,VT48,3
TXKF,KBED,2
EGKR,EGTO,5
CBM2,CYTZ,1
"6TE1",KSDF,2
EDJA,LD57,6
KX59,FA27,1
KCNO,KSBD,1
KAPC,KRDD,1
CYTZ,CYQG,7
K7T7,KFTW,1
CYVR,CDJ5,1
CYUL,KDFW,13
KBNA,"67GA",2
CL77,CL77,2
KSMO,KONT,1
KBJJ,KFTY,1
"8TX7",MGGT,7
KPVC,KISP,3
EDEF,EDFC,2
LTFM,SBMT,6
FA55,"5AL7",3
KAIK,KTPA,1
KBTR,"0LA2",1
KACY,KTYS,1
KASH,K81B,1
KMKS,KLZU,1
EGBF,EGBF,3
KLAS,KJFK,74
KLAS,KCVG,19
KADS,"5XS7",1
KSCD,KAUO,5
NC63,KINT,18
RJAA,CYUL,7
K8G1,KCAK,1
KGPM,KGKY,13
KMCI,KLBO,1
LSZH,LEAL,14
KDCA,KTPA,34
KLHQ,KOXD,4
KOKC,KATL,42
EGKK,EGKK,41
LYBE,EDSB,4
KORD,KALB,39
KMSP,KMKE,41
NZCH,NZRI,4
LSZH,EDDW,6
KMDT,KCLT,39
KPNS,"48FL",51
KSNA,KOAK,55
OERK,LFPO,2
EFKU,EFHK,32
LIRA,EGGP,2
LPPR,ELLX,31
KDFW,TS94,4
KBOS,KSDF,24
KIND,KLGA,54
KSEA,KGEG,143
PANC,KSEA,194
NZNR,NZAA,70
EDDF,ESSA,36
KO37,KRDD,2
IS13,KTYQ,2
KLGA,KCVG,53
KRDU,KTEB,16
K50R,K50R,4
KDAB,"57AL",1
KORD,KCAD,9
KCLT,KBHM,20
KPYM,KTTN,1
KADS,TS47,2
KHPN,KATL,42
LEAL,EBBR,33
RJCC,RJBB,26
KFYV,KHOU,3
KM33,KBNA,2
KTOI,"5AL7",4
LFPO,LEPA,37
KBTP,KBTP,255
KGKY,KGTU,2
KCLE,KAUS,5
KRFD,KSQI,1
KHGR,KJZI,1
LFRB,LFLC,1
ENGK,ENGK,59
KSFO,CYYC,32
KRKD,KWVL,4
KCVG,KLGA,51
KDTW,KCVG,28
TS07,KHOU,3
KDED,KDED,38
CYUL,CYYJ,5
"47XS",KSJT,4
"21NH","21NH",54
EDDN,LFBD,1
KAST,KUAO,1
KBIL,KSLC,31
KISP,"49NY",6
KLGA,MI58,1
KGEG,KAWO,1
KAFW,KTOL,1
KEZF,KJNX,1
EHAM,LFMN,49
KASG,"75AR",1
EPWA,EPKT,29
LIRF,LIMC,8
NC72,KRDU,1
LSGG,LEMD,44
EGPH,EGAC,25
EPWR,LIME,7
"7NC3","76NC",1
KCVB,"53TX",2
KFAR,SC50,1
PS87,"16PA",9
K9F9,"2TS0",1
RJTT,KJFK,38
KMDW,"28MA",2
KCHA,KATL,52
KONT,KSMX,12
CYVR,CYKA,12
KPIA,FA54,2
KBTR,"7LA0",5
OL12,KPWA,1
KDFW,"92TA",3
KAPC,KTRK,2
KBNA,CYYZ,23
LEAL,LOWW,5
LGRP,EPKT,12
KDEN,KPVD,6
"21XS",KSAT,6
KBWI,KBNA,38
LOWW,EDDM,43
EBAW,LFMN,2
NR40,KJYO,4
KORD,KLAN,8
NZAA,KDWH,4
KBWI,KLAX,35
KPUB,KBJC,7
KCVG,OK37,1
KSMX,KPMD,1
MN17,KMKT,1
KCCR,KTRK,4
"28KY","4KY0",1
KMMV,KRNT,1
VTBS,YPPH,13
KBNA,K6I2,1
KHAO,KMGY,3
KWLW,KSAC,3
KSRQ,KPGD,1
KCMH,KBUF,2
KCLT,"17FA",1
LIPQ,LDRG,1
LFRS,EKCH,3
EGCC,OMDB,17
KCGS,KCGS,21
LEMD,RPLL,2
HECA,OMDW,1
KSPI,KSPI,34
TX09,KDTS,1
KMVY,KMTP,2
KBJJ,K1G3,1
KT67,"6XS7",5
LFMN,LFRS,21
ELLX,EDDH,8
KMDD,KAFW,1
LFRE,LFRE,17
KI34,KLAF,2
KSFF,KBFI,3
"20AZ",KIWA,6
"18OI",KIGQ,1
"89LL","89LL",32
MMMX,KLAX,56
LGKO,EDDV,6
KOXR,KSFO,1
KMSN,KCLT,20
EVRA,EPKK,4
EVRA,EDDK,2
LOWW,KIAD,7
KBNA,KRDU,52
KEWR,KAUS,26
KFZY,IL38,1
KIND,"14MI",3
"48FL","85FL",1
LIPE,EDDM,26
LIPX,LEBL,4
EKCH,EDDF,42
EBLG,LKMT,1
"07TE",KSAT,1
LEZL,EGSS,7
KDEN,TS53,11
KEAR,K3JC,1
KMPO,KVAY,8
KCXY,"4PS6",1
KATW,CYVR,1
KSPA,KJQF,1
KIOW,"7IA1",1
KTPA,KNY2,1
KLVK,KSNA,4
WMKK,WMKK,6
KDAL,KXNA,3
KSSI,KSGJ,2
KBFI,KDLL,1
PANC,"5TX6",2
KCAK,KDCA,10
KBKN,KPWA,2
KMIC,"76MI",1
KPNS,"1AL5",3
KPCZ,KMKE,1
KCLE,KERI,6
EGNX,LEAL,25
ESSA,LSGG,7
KBOS,KMSS,21
RPLC,RKRB,4
KCVG,KABE,9
KPWK,KSLK,1
LEMD,KATL,7
KDKX,KGKT,1
CYHM,CYHZ,1
EGFE,LFRC,1
EDDV,LTFJ,16
YRED,YWSG,2
KWWD,"11MD",1
KSWO,KPWA,4
"8OR6",WN24,1
K3A2,PA73,1
FAPE,FAKR,2
KHQZ,KF00,1
MDSD,KMIA,15
VT25,KEWR,6
K4N1,KCDW,19
WI62,WN28,1
KDFW,KIER,12
ESGG,LGRP,8
KADG,KHEF,1
KPCZ,"6MI6",1
RCTP,KJFK,10
KTEB,KBTR,2
PANC,KATL,15
KMCW,KORD,12
NZPI,NZNE,4
"39AR",AR94,1
K1O1,"85OL",4
LFPB,LSZH,10
KMSN,"56WI",4
EGLC,EDDK,1
TS01,"0XA7",7
KILG,NJ64,1
KLKU,VG05,1
KBVY,KTEB,5
NC45,KPGV,2
ESUK,ESSA,8
KLOT,KPWK,4
JY04,KHFD,1
EKCH,KEWR,7
KMCI,KSLC,15
YSSY,YMAV,35
"0OH9",OH93,2
KMSP,KISM,1
"06FA",KIMM,1
KALB,K5B2,3
KPHL,PA39,1
HECA,OMDB,11
KANB,KRYY,1
K1A3,K2A0,1
KFOK,KGED,1
EGGD,EGNL,9
LWSK,LTFM,8
VOMM,OMAA,10
LFPB,LFLC,3
KFOK,KBCT,1
KLEE,KDTS,2
EINN,KDPA,1
KDAL,KERV,2
KN94,KRDG,2
FD57,FL56,2
KDAL,CYQB,1
KMJX,KN87,10
KJWN,KHVN,1
"25SC",FL95,1
KNQI,KBKS,4
EGBB,LGRP,18
YMEN,YMMB,19
KSYI,KMBT,1
KNSE,K0R1,6
KOJC,KJAX,1
GMTA,GMTT,2
"62IS",KCMI,1
YRED,YBAF,5
KHOU,XS63,1
KDVN,IA31,1
KFRG,KPHL,4
KLNS,KPHL,4
KGPM,KCRS,4
EDGE,EDMW,1
EKEB,EKEB,4
KMCC,CL56,5
KDTW,MI58,6
RI20,KORD,20
K4M1,KM33,1
KATL,KHAO,1
KFME,"3MD8",2
LFLL,LFPO,2
K06A,K06A,16
VEDG,VIDP,8
KROC,"11NY",1
KEXX,LL39,1
KRWI,KHRJ,1
"3TX9",TX03,1
EGPH,LROP,3
KJYO,KTEB,4
EDDH,EGKB,1
EDDP,EVRA,1
RI20,KFLL,4
KCAK,KMGW,1
LDDU,LDZI,2
WSSS,VECC,11
KRIC,KSAV,2
EGHH,EIDW,1
KLAS,OL03,9
LRBS,LIDL,1
KRYM,KRYM,1
KTEB,KLEB,10
KPDX,KRFD,6
KMCO,KOPF,9
"4MO6",KSET,2
KDET,"9OH4",1
KUWL,K5I4,1
KCEU,SC24,3
"6WA2",KPLU,4
KBMG,KORD,2
KVNC,KSRQ,9
KJAX,KROC,1
KMAF,KAFW,13
KGSO,KSVH,2
EGKC,EGTR,1
EGSH,ENZV,1
KBED,KHOU,1
KLAF,"4II2",5
EPKK,LPPR,2
KACK,KISP,4
"8TX7",MMJC,3
WSSS,LFPG,21
KFET,KFET,1
"0II0","34IN",1
EDDM,LDPM,3
KVQQ,KAUO,1
KMSN,KDFW,19
LFLB,EBCI,1
KHKS,KADS,1
KMQY,KJQF,2
KGMJ,MU48,1
LSZM,LHBP,20
KSDF,KIPT,1
LFCL,LFCL,62
KCLT,SC41,1
KTEB,PN66,1
XS64,KIAH,4
KORD,SD99,17
KFSD,KBJJ,1
KFNL,NE11,1
KCGC,KVDF,1
EHAM,EKHM,1
LIPR,LIPX,1
KDZJ,K4A7,1
KABY,KSRQ,1
FAKR,FAOR,4
EDNY,LSZB,1
KCOS,"2TE2",1
MN49,KFCM,2
FL57,FA18,1
"0WI1","4WN5",1
KMIA,KLEX,2
KDED,KMLB,1
KCIC,KBOI,1
"01AL","2AL3",2
NY25,"4NY4",1
KFCM,KBBB,1
KFNL,KSTS,1
"8OA9","8OA9",19
KCHD,AZ05,1
KHYI,"4XA3",1
KEWR,RJTT,7
KLVN,SN37,1
KCLT,CT15,5
KFME,KLHW,1
LIPB,EDDB,4
"61XS",KHOU,1
"8FD2",KPBI,1
EDDH,LIPZ,4
KSDM,"58CL",1
KJFK,CA59,3
"2AR5","7MO3",1
NC03,KHBI,1
EDDE,EDVK,2
VTBD,VECC,5
KHSI,KHSI,4
KTYS,KMSP,8
"05IA","1IA9",2
MA07,KALB,1
KPLD,"7OA7",1
"5MN0",KAUM,2
MD53,KCGE,1
KSLC,KFFZ,5
KBOW,KFXE,2
KPNS,KSDF,5
LIRP,EGKK,17
KCRQ,KRIR,1
EGXE,EGXE,2
EGSS,RPLL,1
KIND,KMCW,1
"26ID",KCMA,1
KORL,FD74,2
LFKF,LFJR,1
LSPV,LSZU,1
YPPH,WSSL,1
KHBI,KVUJ,3
"67TX",XS86,1
"67TX","67TX",3
FL48,KPIE,2
KDVT,TA67,1
KMSP,K9X1,14
CLK3,CPF7,1
LIRF,ZGSZ,3
CYBL,KBFI,5
K2H2,"83MU",1
KHLR,KILE,9
KHMT,KSEE,3
LIPD,LIPA,2
PTRO,VHHH,3
YBAF,YSTW,1
KFWQ,KJQF,1
KFOK,KPTK,1
KMCO,KORH,5
KMSP,CT19,2
LMML,LIQL,1
SDAI,SDIB,1
KAJO,KRAL,2
KTIX,"21FA",4
"36KY",K27K,1
KTYS,"8TN4",4
KESN,KCGE,3
KSDL,"80PN",1
KMSY,KPTN,1
KRUT,KBED,1
XS64,K5C1,1
LEPA,EDLN,1
KRDG,KNY2,1
KVGT,"1AZ8",2
LFOU,LFAL,1
EFHK,RKSI,1
K0L7,K0L7,38
"5CT6",KACK,1
KGYY,KCPS,1
"25IN",KTYQ,2
"86TX","7XS7",1
KNPA,KECP,1
KEDJ,"82OI",2
LEMD,DAAG,1
KIAH,"13TS",2
EGDD,EGUD,1
K3G3,K62D,3
IN56,KBAK,1
KVTA,KUYF,1
"22ID","20ID",1
"22ID",ID95,1
"28MA",KRFD,4
EDFH,LEGE,1
KPUB,KSDL,2
LIQS,EPPO,1
TA03,KEDC,1
KYKM,KUAO,1
EHND,EHRD,1
EPWR,LTXE,5
KBED,VA19,1
"6PA1",KAGC,4
"55WA","96VE",1
KBNW,"28WI",1
"28WI",KBNW,1
KTCY,CN13,1
KLOT,WI60,1
"23TA",TS63,1
LFPN,LFRO,1
KVES,KMKE,1
FD39,FA24,1
LCPH,LGNX,1
KCRP,KCLL,2
TX45,KF46,1
CYFD,CYOS,3
EGNF,EGCJ,2
KX59,"4FL3",2
EPKT,EGSS,10
KBOS,KDAL,4
KRAL,KGYR,3
KMPV,"89NY",1
SKBO,KHRL,1
KMDW,"85OH",1
AK28,"2AK7",1
KHVN,KTPA,4
CRA2,CNY4,1
KMDW,PN37,4
PS20,KMUI,3
"4KS1","00KS",1
KLNS,KHPN,3
KRDM,KBDN,6
KRCK,"6TS1",1
LTFM,OPLA,6
LEAL,EDDW,2
MN99,KRYM,1
KAFW,KUTS,1
EGKB,LEBL,5
KD95,K77G,1
KEUG,K7S9,6
KRAS,K1T7,2
"3KY2",KCUH,1
KHVN,KLNN,1
LEAL,EKBI,4
"33TA",KDZB,1
KMMU,KDSM,2
KLVK,KVNY,1
KRDU,KSHD,1
KHPN,K0B1,1
KIAD,"8TE7",1
LEMG,LEAS,2
LSGG,EDDS,1
LCLK,EPKT,2
"4TX5",KLNC,1
"77WI",KC77,1
KFNL,WY45,1
LSZG,LSZP,1
KRDU,KHRJ,2
KECP,"3II1",1
LOLW,LTAI,1
KOQU,KNHZ,1
KSNA,K06C,2
KLEX,KPHL,3
KSJC,KACK,1
KFOA,II09,1
KOPF,KATL,1
KISP,KMVY,2
IN88,KAGC,1
KHTO,CYCK,1
KAFW,KLAS,10
"3MN5",KFCM,1
KSRQ,KORD,7
KPAE,KHQM,2
KALB,K1B1,2
KDAY,"0OH9",2
EGKK,LOWS,6
KORD,"2MI4",2
LSGG,ENGM,5
KGNT,KSAF,2
"61OH",KCGF,1
"84AL","8FD3",1
MMSM,MMUN,6
KLOT,KCMI,3
KBED,KEAR,1
LFMN,EBAW,1
KSBN,KFNL,1
CYXE,CJD3,1
EGNM,LFMP,2
EGPE,EGQK,4
NY06,NY06,2
KIAH,KIND,10
EGPF,LOWS,1
EDWF,EDWN,1
EHTL,EHTL,44
KLAL,KSAV,2
KRBW,KMKS,2
KLAX,RPLL,14
YMMB,YFFT,1
GMTT,EGCC,2
KPUB,KBDU,1
KAPA,KMDW,4
"2TX6",KF49,1
KRDM,KTTD,1
EGHN,EGTO,2
EGTH,EGML,1
LIMC,LWSK,3
VOMM,FAOR,1
KBNW,KAMW,1
KABQ,KCHS,1
KHND,AZ97,1
KCLT,LIRF,8
K60C,KMSN,1
"47PA",KRIC,1
LOWW,EGPH,5
LSGB,LSGL,3
"4NK4",KN23,1
KLNA,KATL,2
KRYN,KPAN,1
KCLT,AL18,1
KDEN,MA77,3
LOWW,EBCI,5
LFMQ,LFMA,1
EDQS,EDQS,1
KCAK,"7OH2",2
KPIA,"3IS7",1
KCOE,CYYC,1
LFDP,LFBH,6
LPFR,LEPA,2
KVGT,KU77,2
LIML,EDDW,1
CYLS,CSC9,1
IN56,KDSM,1
LGMK,LIMC,3
KRPJ,KRPJ,19
KMYF,"0CA9",1
KJZI,KBOS,1
KIAD,VT26,1
TJSJ,"6NJ9",4
KLEX,KLAS,3
CYRO,CYND,5
EGYM,EGBK,1
LGKO,EGGP,2
KJAU,KLOZ,1
MI55,KOZW,2
KJLN,KABQ,1
EHSE,EHRD,2
TS69,KHOU,3
LTBJ,LCEN,2
LFMN,LFLU,1
VOMM,LYTV,1
SN45,"1MU8",1
KDEN,KLNK,9
KSDM,KHMT,3
"78VA",KLUK,1
KOPF,KCPS,1
K7D3,KARB,1
KATL,KSSI,1
KBMC,KMLD,3
LIMA,LILB,1
EKAH,EKGR,1
EDNY,EPRZ,1
TE12,"6TS1",1
LBSB,EYKA,2
KDAY,KFOK,1
KPWA,"0CD5",1
KFTG,KC29,1
KSNC,K7B2,1
LFCC,LFMD,2
KTPF,KFDK,1
EBOS,EBGB,1
KBUF,KFME,1
KOMA,CYWG,1
KITH,KPTK,1
WBKK,WBSB,8
KEFD,"51LA",1
KPDX,OL03,1
KOPF,GA03,2
"67NJ",PN00,1
KPWT,CZBB,2
"1TN0",KRKW,1
KIND,KCHA,3
"5TE7",KT51,1
KBWI,KHTO,1
"3OK7",KPWA,1
KGHG,KEWB,2
KMAN,KEUG,1
EKBI,LROP,2
EDTX,EDQC,1
EGLF,EGNH,2
EGCC,EGPH,1
KGEG,KIWA,1
"31IN",KTYQ,1
KMIA,FL61,1
EGSS,LTFE,4
"81CA",CA35,1
KPHX,KCGZ,3
"0NK8",KCDW,1
KCJR,KPVG,2
LIME,EDDH,5
KWWD,PS54,1
CYSA,CNJ4,1
CYVR,RKSW,5
YPSH,YGWA,1
"86TE","75XS",1
KOXC,CT14,2
FD57,KJNX,1
KDSM,KTNU,4
EGHB,EGKB,1
LIPS,LIPC,1
KSAT,TX33,1
KOUN,K3F7,2
K47N,KHWV,2
"28MA",KSTP,1
KSUA,KSEF,1
YBAF,YNAN,4
KFNT,KPIE,3
KLBB,KF83,3
KSDF,FL86,1
EYVP,LTXE,1
"6TS4",TX92,1
TX43,KTKI,1
KABE,"9PA5",4
"9XS4",TE81,2
KMAN,"06ID",1
MO03,K1H0,1
KFFT,"0KY0",1
LOLW,EDDG,1
LIPE,LOWL,1
KSUU,"13CL",1
KHWD,KSEE,2
KTNT,KTPA,1
KSAT,"6XS5",1
KNKX,KIWA,1
FD82,"0AL5",2
EDDM,EGGW,3
PS47,KWBW,1
KBOS,KPWK,5
KMDW,KOJC,1
KTYQ,KVNY,1
KJXN,KJQF,2
VGTJ,OPLA,1
KLNK,KSCB,2
KS21,OG12,2
UGSB,OJAM,1
NK17,"14NK",1
LSZH,LGKR,2
KN51,KMMU,2
KSGJ,KOPN,1
KTTN,"1VA5",1
LDDU,LGKN,2
KSGR,KBFI,1
KEMT,KSDM,1
LELH,LFRG,1
LWOH,LOWW,3
YMNG,YMPC,1
CA04,KO54,1
MA44,KFMH,1
KOMA,"56NE",2
KHVN,KVPS,2
LFLI,LFRE,1
CZBA,CYVV,1
KFTY,KHSV,1
KRIC,KLSF,2
"7LL8",KIJX,1
K06C,KSLN,1
KSTP,KPHX,3
KAXH,KVNY,1
KADG,OH90,3
KF82,"1TA5",1
"19NC",KIGX,1
LSPV,LSZM,1
KFWS,TX95,1
"20NY",KART,1
KROA,"1GE9",1
KOVO,KUMP,1
LFSN,EBKT,1
EGNJ,LFLC,2
EGJA,EGJB,2
"92CO",KCOS,2
KPHL,"4VA8",1
KAUO,KTOI,1
KOAK,KCCR,3
PANC,WA63,1
KGVL,KVPC,1
K47N,KOWD,1
LJPZ,LDLO,1
NJ81,KPHL,2
KFNT,KTEB,1
KBCB,KIAD,1
EGNT,EGGP,2
KPAN,KPHX,9
KFXE,KHVS,1
KI17,"1IL8",1
KBUU,KLHQ,1
FAOR,HECA,1
MI77,"66MI",1
LIVV,LIVV,4
CPK2,MI37,1
CES5,CSX7,1
KABI,KADS,3
CT52,KSNC,2
KHKS,KDWH,1
LKPR,LKPO,1
AK18,"50AK",1
"60IS",K1H2,1
KVRB,KOBE,1
KLEB,KBDR,1
EGKK,LOWI,3
LEAL,EDDS,4
KSMF,CYYZ,4
EKAH,EPGD,4
"97CL",KSLC,1
"79OK",KO47,1
"3TA5","3TA5",1
TE99,KFWS,1
OMSJ,HEEM,1
EEPU,EEPU,1
KSVH,KPAH,1
KMMU,KPDK,1
OMDW,LPPT,1
KPIA,KRAP,1
K4M2,K4M2,1
KUCY,KMOR,1
KSLC,CYXE,1
TX05,XS03,1
KARR,"72ME",1
KCBF,KAIO,1
KMMV,KUAO,3
KHOU,KDYR,1
KJVY,TN96,1
"7TA0",TX70,1
"02MU",KMIO,1
EDDS,LTXE,10
KRIV,KCXO,1
K0B8,KISP,2
KGYR,"55AZ",10
EPMX,EPGY,1
LPFR,EDDB,4
CYQY,CCF4,1
EDLM,EDWJ,1
KIKK,KIGQ,1
KMLE,"24MU",1
LFQD,LFOC,1
LSZF,EDDS,1
"20ID",KEUL,2
KUES,NE54,1
CA53,KO89,1
"0KY1","2KY3",1
EBBY,LFOZ,1
"31II",KLUK,2
EGSX,EGMJ,1
"25CL",KSTS,1
KLEE,KDCA,1
KPNE,"82FL",1
CZVL,CFB6,1
EG34,EGDV,1
KVAY,K47N,4
PS38,KN13,1
"9NC9",AK52,1
PA31,CYKF,1
EGHJ,EGTK,3
KSVH,KMQS,1
"8WN8","7WI5",1
EGGW,LEZL,2
KDEN,KH76,1
LBSB,EGBB,2
KTEB,"04VT",1
KHYA,PN37,1
EGXC,EGBK,1
EDDG,EDXL,1
K5B2,KIAD,1
KMLE,KPTS,1
"60CL",KDVO,1
KN81,KNEL,1
KDFW,K3JC,4
LEAL,EPPO,3
NY82,NY94,1
LIPX,LFBD,2
NE43,KMLE,1
LILE,LIMZ,1
KW91,"3VG9",1
KGRR,K0R5,1
EGUY,EGTH,2
KGSO,KOPF,1
EGBW,EGKA,2
KHDC,K1L0,1
KFRG,VT31,1
"4MO4",SN59,2
TN51,KJWN,1
EDDK,VIDP,1
KHWD,K1O2,1
KTYS,NC47,2
KOPF,FL66,1
KLAF,NE42,1
EGLF,EDDH,1
KW96,KRIC,1
NK72,KDKK,1
LFGR,LFNY,1
KFWA,II19,1
KAIK,KPHL,1
WA61,KFHR,1
EVRA,EGPD,2
KMOD,KLAS,1
KSAC,KTVL,1
"79FD",KZPH,1
KTEB,IN42,2
KMXO,KLNR,1
KLAN,KUES,1
KONX,JY04,1
KPIE,"7AL7",1
LMML,EPPO,3
"1NK0",KVGC,1
"4AL2",LA15,1
KD11,"02MI",1
KSLK,"41NY",1
KSJT,TE37,1
KGEG,KPWT,1
KIND,K9D9,1
CYOO,CCE6,1
KCAK,K38D,1
KMGW,KCKB,1
KDTS,KHDC,1
KDAL,TX02,1
KLNK,KTEX,1
CYND,CSC3,1
EDXR,EDDV,1
KSTP,WS77,1
KOXC,NY09,1
KYKM,KPSC,2
KGAI,KACK,1
"3IN7",KMDT,1
"2KY1","79KY",5
KSNA,KTYS,1
KC77,KATW,1
EKBI,LPPD,1
KMQY,KCKV,2
KJFK,"3PN6",1
KJEF,"4MO4",1
EDMO,EDDW,1
KGNC,"13TE",1
ID26,ID26,5
K99N,"01SC",1
KPDK,KAVL,4
LPMA,LFHC,1
KSLG,KSLG,3
SC51,"8GA3",1
KLHQ,OH43,1
YKMP,YWLM,1
KUSE,"18OI",1
"0PA4",PS25,2
OMAD,HEAZ,1
KBIV,KI50,1
KMRN,K0A9,1
KHEE,KPBF,1
KCHS,TN62,1
KRBL,K2O1,1
KOQU,KEWR,1
KSUS,KADS,1
KCAK,KFOK,1
OH57,KMQY,1
KMBS,K3CM,2
LIQN,LIRU,1
KABE,KOPF,1
KFTG,KAGC,1
KOWP,K1V6,1
KSDL,KP13,1
KGOO,KWHP,1
SAEZ,SKMA,2
KF70,KSDM,2
CYUY,CYHU,1
K4I3,"5OI8",2
KIKK,KCMI,1
KSSI,KTTA,1
KLVK,KCRQ,1
MI37,CPK2,1
KPLU,"6WA2",3
LEIB,LELL,1
KSMF,"1ID4",1
KRMN,KBUY,1
NK89,NK53,1
KNPA,"2AL6",1
KAUS,WI13,1
KNUQ,LGKN,1
LFRS,DAAG,1
EPPO,EDCP,1
KLXL,KMKT,1
KBFI,KPHX,1
KFLL,KAUO,1
TE24,TX22,1
KTKI,KAUS,1
KDAB,TA57,1
WI29,KSTP,1
KSUS,KPDK,1
KVDF,FL16,3
II26,K50I,1
KPSM,VT14,1
KASG,KF84,1
MO00,KLXT,1
KFWQ,KTVC,1
EGJJ,EGBO,1
LSZR,LSGG,1
KGKY,"6TX6",1
LFCF,LFDB,1
SD99,KMSP,1
EDFE,EDNR,1
KESN,KN12,1
KAVL,KCGF,1
KN57,K44N,1
KSBM,KDFW,1
"43OI","62OH",1
KAUS,KBAZ,2
VA73,KRIC,2
K1B9,KMMK,1
KOJC,"44MU",1
KPVC,KTEB,2
EPSW,EFHK,1
K9A4,KDAB,1
EBOS,LFPG,1
LFBO,LECD,1
KBUF,K44N,1
KOKB,CA84,2
KLOT,KBIV,1
KIAD,NK04,1
K2O8,KOKC,1
KTKI,KXBP,1
"6IL3",KLOT,1
KFCM,WS30,1
KC16,KRSV,1
KCMH,KI17,1
KPVC,KUUU,1
"73PA",PN58,2
MM28,MDSI,4
KTEX,TS01,1
KDVK,"99KY",1
KF44,TS01,1
KFWQ,"16PA",2
KLNS,K0W3,1
URWA,URMM,1
KHFD,CT07,3
KSFB,FA64,1
CYOW,TN58,1
KSAV,"3PS9",1
K48I,WV68,1
KBOI,KDMA,2
MMVR,KDFW,5
KCAK,KPCW,1
KRHP,KCHN,1
KCLE,KANE,1
SBKP,SPNO,1
KLAX,CT19,1
KEDC,KABQ,1
"16TX","7TS4",1
"65TA",KNGP,1
"06IA",KTZT,1
KAVP,KHPN,1
"00WA",KTIW,1
CLV2,CYXU,1
KGSP,SC50,3
KSLE,CYYJ,1
"48CN",KSAC,2
KMCI,KSKI,1
EGNH,EGNO,1
KEWN,KRWI,1
EDMA,LIMG,1
VT25,K8B0,1
LFLC,LFMP,1
EHRD,LFNG,2
KOZW,KLEX,1
KSDF,"0IS4",1
OI88,KAKR,1
"06FA",K53A,1
KRYY,KMDW,2
SADJ,SADF,2
KPRC,KMYF,1
KGRR,KIWA,1
KMGG,KMIC,1
KASG,AR11,1
KHFY,"4II0",2
KOJC,KPTS,1
KIAH,KRFD,5
KRDU,KBTP,1
KORL,"22FA",3
KAFF,KFTG,1
KTHV,KLNS,2
KPVD,KPVD,2
KIAD,CYTZ,11
LEZL,LEAS,3
LIPO,EDDN,1
EIWT,EIWT,50
KSBN,KGSH,1
KCLT,KSJC,1
KSVH,KFLL,2
OK50,KPNC,3
KDYS,NM03,2
KMCO,MGGT,4
EPKT,EDDP,9
CYYZ,LSZH,11
LIML,LGAV,3
